Id,AverageSpeed,FirstSpeed,MaximumSpeed,ClickWait,Deviation,Target
1,682.1609497070312,1770.9332275390625,3465.388671875,0.1922130584716797,11.956463813781738,1
1,1040.48974609375,1198.5208740234375,5759.90869140625,0.18227314949035645,20.44533348083496,1
1,527.5054931640625,946.9766235351562,2495.20458984375,0.19803214073181152,2.9128623008728027,1
1,597.1251220703125,768.1875610351562,1922.441650390625,0.17609906196594238,4.319131374359131,1
1,1041.1954345703125,1213.55419921875,4973.26611328125,0.19328570365905762,31.82476043701172,1
1,384.5935974121094,549.2958374023438,1314.489990234375,0.26418495178222656,2.330148935317993,1
1,373.76641845703125,525.9361572265625,901.1549072265625,0.19996905326843262,13.409966468811035,1
1,858.497802734375,532.2612915039062,4790.36279296875,0.17717814445495605,21.74842643737793,1
1,842.8302612304688,1399.353271484375,2665.751708984375,0.2009422779083252,35.786006927490234,1
1,349.71502685546875,739.7054443359375,1489.0050048828125,0.19132518768310547,13.478748321533203,1
1,442.7435302734375,1337.441650390625,5420.06103515625,0.19986414909362793,8.086100578308105,1
1,914.4967651367188,1347.78564453125,5093.05517578125,0.1849076747894287,4.411873817443848,1
1,830.97412109375,1573.416015625,5786.845703125,0.17617106437683105,13.228325843811035,1
1,525.9208984375,338.9091491699219,4859.32080078125,0.19894695281982422,4.23902702331543,1
1,719.0331420898438,1210.6160888671875,2612.7919921875,0.19118094444274902,22.401166915893555,1
1,286.1994934082031,256.83184814453125,1098.5523681640625,0.179185152053833,4.606414794921875,1
1,389.1842041015625,423.17962646484375,1501.620849609375,0.1930539608001709,12.410480499267578,1
1,664.4451904296875,893.3623657226562,2777.07470703125,0.18385791778564453,3.655430793762207,1
1,927.3359375,1086.0477294921875,3919.049072265625,0.20818710327148438,18.931917190551758,1
1,1296.064208984375,1699.054931640625,6816.8544921875,0.21709799766540527,7.473474025726318,1
1,400.3433837890625,800.1524658203125,1541.943359375,0.1854419708251953,6.331055164337158,1
1,339.2705993652344,1294.15087890625,1841.0380859375,0.27629613876342773,48.28989028930664,1
1,335.7098693847656,314.2984313964844,1811.607421875,0.20323610305786133,9.494338035583496,1
1,722.4361572265625,1517.4613037109375,5821.93017578125,0.18523311614990234,14.628166198730469,1
1,541.0717163085938,555.1050415039062,3453.700927734375,0.23421502113342285,18.306968688964844,1
1,944.7512817382812,959.3765869140625,8916.248046875,0.24326086044311523,70.68601989746094,1
1,384.1916809082031,1483.0072021484375,2401.031982421875,0.23515605926513672,5.1128692626953125,1
1,646.996337890625,1514.42236328125,4824.9931640625,0.2100658416748047,9.702001571655273,1
1,760.4873657226562,1497.7825927734375,5432.39208984375,0.19560718536376953,27.64742088317871,1
1,768.7200317382812,872.3731689453125,5123.62353515625,0.20330381393432617,20.036441802978516,1
1,572.7891845703125,3028.233154296875,4891.98974609375,0.19381380081176758,25.368549346923828,1
1,342.3347473144531,719.4962768554688,1489.0523681640625,0.21091103553771973,4.376293659210205,1
1,716.2842407226562,674.27783203125,3914.60498046875,0.21164536476135254,10.250472068786621,1
1,682.72802734375,791.4490356445312,3885.036865234375,0.162261962890625,8.714691162109375,1
1,856.3219604492188,1528.1617431640625,3324.493408203125,0.19513702392578125,23.704364776611328,1
1,399.6059265136719,765.6075439453125,1838.83740234375,0.19123005867004395,8.988903999328613,1
1,967.6127319335938,2766.91064453125,6589.67431640625,0.22025394439697266,19.049779891967773,1
1,429.9361572265625,638.791748046875,1410.9974365234375,0.1861271858215332,15.822013854980469,1
1,637.5580444335938,830.5994873046875,2039.3541259765625,0.18529176712036133,42.50489807128906,1
1,507.4080810546875,421.2839050292969,3271.390380859375,0.17968201637268066,15.820306777954102,1
1,608.2720336914062,593.041259765625,2770.889892578125,0.17891263961791992,8.428522109985352,1
1,490.5572509765625,601.3255004882812,1606.2213134765625,0.2277681827545166,48.53843307495117,1
1,553.3480224609375,784.628662109375,2011.78173828125,0.1880171298980713,10.084177017211914,1
1,535.2332153320312,1150.5567626953125,1992.608154296875,0.211622953414917,13.865036964416504,1
1,756.0965576171875,514.2833251953125,3265.324951171875,0.2600529193878174,20.5760555267334,1
1,842.5841674804688,854.978271484375,2703.423095703125,0.19531798362731934,41.078006744384766,1
1,499.8207702636719,471.90740966796875,2382.702880859375,0.21113109588623047,9.34160041809082,1
1,700.5337524414062,1257.0115966796875,4915.4775390625,0.20479321479797363,30.374338150024414,1
1,793.1384887695312,644.7734375,5047.69873046875,0.19555878639221191,22.010276794433594,1
1,887.711669921875,1575.548583984375,4764.80517578125,0.25205516815185547,18.169506072998047,1
1,596.4633178710938,471.86859130859375,4080.6923828125,0.17727017402648926,10.009227752685547,1
1,596.674072265625,644.3925170898438,3320.566650390625,0.2731759548187256,12.265999794006348,1
1,549.4530639648438,893.0592041015625,2073.520751953125,0.2000870704650879,21.58602523803711,1
1,414.7555236816406,269.5809020996094,1642.686279296875,0.18044400215148926,4.6951212882995605,1
1,547.1807861328125,407.6756286621094,3384.851806640625,0.1902148723602295,6.637558460235596,1
1,558.5834350585938,326.4494934082031,2153.81298828125,0.20887279510498047,4.912969589233398,1
1,531.26953125,1126.6234130859375,2908.461669921875,0.3906428813934326,33.45680618286133,1
1,274.1708068847656,471.76324462890625,737.388671875,0.2174818515777588,3.176055908203125,1
1,732.5653686523438,886.8333129882812,7222.67529296875,0.19122314453125,16.300413131713867,1
